@relation "A_B"

@attribute attr0 string
@attribute attr1 string
@attribute attr2 string
@attribute attr3 string
@attribute attr4 string
@attribute relation {'A', 'B'}
@attribute class {'ID44461220129', 'ID4450127238399810001', 'ID4450127238399810002', 'ID4450127238399810003', 'ID4447124106889910001', 'ID4449126128929710001', 'ID4450127238399810004', 'ID4447124106889910002', 'ID4449126128929710002', 'ID4449126128929710003', 'ID4449126128929710004', 'ID4448125110715010001', 'ID4448125110715010002', 'ID4448125110715010003', 'ID4447124106921010001', 'ID4448125110715010004', 'ID4447124106921010002', 'ID4447124106900410001', 'ID4448125110715010005', 'ID4448125110819010001', 'ID4448125110819010002', 'ID4450127238404610001', 'ID4448125110819010003', 'ID4450127238374110001', 'ID4450127238404610002', 'ID4448125110819010004', 'ID4450127238353510001', 'ID4450127238374110002', 'ID4448125110815810001', 'ID4450127238353510002', 'ID4450127238374110003', 'ID4450127238353510003', 'ID4450127238391510001', 'ID4448125110815810003', 'ID4450127238370910001', 'ID4450127238353510004', 'ID4450127238391510002', 'ID4448125110815810004', 'ID4449126128942010001', 'ID4448125110815810005', 'ID4447124106881610001', 'ID4446117475', 'ID4449126128942010002', 'ID4449126128942010003', 'ID4449126128942010004', 'ID4446117397', 'ID4446117479', 'ID4446117398', 'ID4448125110701010001', 'ID4448125110701010002', 'ID4448125110701010003', 'ID4448125110701010004', 'ID4448125110701010005', 'ID4448125110701010006', 'ID4448125110822410001', 'ID4448125110822410002', 'ID4448125110801810001', 'ID4448125110822410003', 'ID4448125110801810002', 'ID4448125110822410004', 'ID4445112314666410001', 'ID4445112314666410002', 'ID4447124106925120002', 'ID4450127238407910001', 'ID4450127238398010001', 'ID4450127238407910002', 'ID4450127238377410001', 'ID4450127238398010002', 'ID4450127238356810001', 'ID4450127238377410002', 'ID4450127238356810002', 'ID4450127238377410003', 'ID444611540953', 'ID44461220142', 'ID4450127238356810003', 'ID444611540954', 'ID444611540955', 'ID4449126128945310001', 'ID4449126128945310002', 'ID44461160351', 'ID4447124106899810001', 'ID4449126128939610001', 'ID4447124106899810002', 'ID4449126128939610002', 'ID4447124106910310001', 'ID4447124106910310002', 'ID4447124106910310003', 'ID4448125110808310001', 'ID4448125110808310002', 'ID4450127238384010001', 'ID4448125110808310003', 'ID4450127238384010002', 'ID4448125110808310004', 'ID4447124106904610001', 'ID4450127238384010003', 'ID4448125110808310005', 'ID4448125110795210001', 'ID4447124106904610002', 'ID4447124106874110001', 'ID4450127238384010004', 'ID444611541056', 'ID4450127238380810001', 'ID4450127238384010005', 'ID4450127238380810002', 'ID4447124106891510001', 'ID4449126128931310001', 'ID4450127238380810003', 'ID4449126128931310002', 'ID4450127238380810004', 'ID44461220231', 'ID44461160444', 'ID4448125110800010001', 'ID4450127238406110001', 'ID4448125110811710001', 'ID4450127238355010001', 'ID4450127238355010002', 'ID4445113314675510001', 'ID4445113314675510002', 'ID4445113314675510003', 'ID4450127238349310001', 'ID4450127238349310002', 'ID4450127238349310003', 'ID4450127238387310001', 'ID4450127238366710001', 'ID4450127238387310002', 'ID4447124106898010001', 'ID4447124106907910001', 'ID4450127238366710002', 'ID4450127238387310003', 'ID4447124106898010002', 'ID4447124106877410001', 'ID4449126128949510001', 'ID44461161345', 'ID445012723840870000', 'ID4449126128928910001', 'ID4449126128949510002', 'ID4446121011', 'ID4449126128928910002', 'ID4447124106920210001', 'ID4445113314682110001', 'ID4447124106920210002', 'ID4445113314682110002', 'ID4448125110818210001', 'ID4450127238403810001', 'ID4450127238403810002', 'ID4447124106914510001', 'ID4450127238352710001', 'ID4447124106914510002', 'ID4450127238352710002', 'ID4450127238390710001', 'ID4450127238352710003', 'ID4450127238390710002', 'ID4450127238390710003', 'ID4449126128941210001', 'ID4447124106880810001', 'ID4450127238390710004', 'ID4449126128941210002', 'ID4447124106880810002', 'ID4450127238390710005', 'ID4447124106880810003', 'ID44461221227', 'ID444712410689230000', 'ID4446120210', 'ID4448125110804210001', 'ID4448125110821610001', 'ID4448125110821610002', 'ID4448125110821610003', 'ID4447124106906110001', 'ID4447124106906110002', 'ID4445112314665610001', 'ID4445112314665610002', 'ID4450127238359210001', 'ID4450127238359210002', 'ID4450127238397210001', 'ID4450127238397210002', 'ID4450127238376610001', 'ID4447124106917810001', 'ID4445113314679710001', 'ID4450127238397210003', 'ID4450127238376610002', 'ID4447124106917810002', 'ID4447124106887310001', 'ID4449126128927110001', 'ID4450127238397210004', 'ID4450127238376610003', 'ID4447124106887310002', 'ID4449126128927110002', 'ID4450127257775510001', 'ID4447124106887310003', 'ID4449126128927110003', 'ID4450127257775510002', 'ID4447124258794710001', 'ID4449126128938810001', 'ID4449126128938810002', 'ID44461181048', 'ID445012723837740000', 'ID4449126128938810003', 'ID44461181049', 'ID4449126128938810004', 'ID4445112314672210001', 'ID4445112314672210002', 'ID4445112314672210003', 'ID4448125110807510001', 'ID4450127238383210001', 'ID4447124106924410001', 'ID4450127238362610001', 'ID4450127238383210002', 'ID4450127238362610002', 'ID4450127238383210004', 'ID4450127238383210005', 'ID4447124106890710001', 'ID4449126128930510001', 'ID4447124106890710002', 'ID4449126128930510002', 'ID4447124106890710003', 'ID4449126128930510003', 'ID4447124106890710004', 'ID4448125110699610001', 'ID4449126128930510004', 'ID4450127238394910001', 'ID4447124106890710005', 'ID4448125110699610002', 'ID4449126128930510005', 'ID4450127238394910002', 'ID4447124106890710006', 'ID4448125110699610003', 'ID4450127238394910003', 'ID4450127238394910004', 'ID4450127238405310001', 'ID4450127238405310002', 'ID4447124106916010001', 'ID4448125110670710002', 'ID4448125110670710003', 'ID4450127238369110001', 'ID4450127238348510001', 'ID4450127238386510001', 'ID4450127238386510002', 'ID4447124106897210001', 'ID4449126128937010001', 'ID4450127238386510003', 'ID4450127238365910002', 'ID4447124106876610001', 'ID4447124106897210002', 'ID4449126128937010002', 'ID4447124106876610002', 'ID4447124106897210003', 'ID4447124106897210004', 'ID4447124106897210005', 'ID44461230326', 'ID44461160650', 'ID44461230328', 'ID4449126128948710001', 'ID4449126128948710002', 'ID4449126128948710003', 'ID444712425879540000', 'ID4445113314681310001', 'ID4445113314681310002', 'ID4445113314681310003', 'ID4448125110817410001', 'ID4445113314681310004', 'ID4445113314681310005', 'ID4450127238393110001', 'ID4445113314681310006', 'ID4450127238393110002', 'ID4447124106913710001', 'ID4450127238372510001', 'ID4450127238393110003', 'ID4447124106883210001', 'ID4447124106913710002', 'ID4447124106883210002', 'ID4447124106913710003', 'ID4447124106913710004', 'ID4447124106913710005', 'ID4449126128940410001', 'ID4449126128940410002', 'ID44461230330', 'ID4448125110798610001', 'ID4448125110798610002', 'ID44461230332', 'ID4448125110798610003', 'ID4447124106894910001', 'ID4448125110798610004', 'ID44461220533', 'ID444611554', 'ID4449126128934710001', 'ID4447124106894910002', 'ID4449126128934710002', 'ID4449126128934710003', 'ID4449126128934710004', 'ID4448125110714310001', 'ID4448125110803410001', 'ID4448125110714310002', 'ID4448125110803410002', 'ID4448125110714310003', 'ID4448125110803410003', 'ID4448125110820810001', 'ID4448125110803410004', 'ID4447124106905310001', 'ID4447124106905310002', 'ID4450127238409510001', 'ID4450127238409510002', 'ID4450127238379010001', 'ID4450127238409510003', 'ID4450127238379010002', 'ID4450127238358410001', 'ID4450127238379010003', 'ID4450127238396410001', 'ID4450127238379010004', 'ID4450127238375810001', 'ID4445113314678910001', 'ID4447124106886510001', 'ID4449126128926310001', 'ID4445113314678910002', 'ID4447124106886510002', 'ID444611561', 'ID4449126128926310002', 'ID444611482', 'ID444611563', 'ID44461220543', 'ID444611486', 'ID4450127238401210001', 'ID4450127238401210002', 'ID4450127238401210003', 'ID4450127238350110001', 'ID4450127238350110002', 'ID4445112314671410001', 'ID4445112314671410002', 'ID4445112314671410003', 'ID4445112314671410004', 'ID4450127238382410001', 'ID4447124106923610001', 'ID4450127238382410002', 'ID4450127238361810001', 'ID4447124106923610002', 'ID4450127238382410003', 'ID4450127238361810002', 'ID4447124106923610003', 'ID4450127238382410004', 'ID4450127238361810003', 'ID4450127238382410005', 'ID4450127238361810004', 'ID4449126128950310001', 'ID4450127238361810005', 'ID4449126128950310002', 'ID4448125110698810001', 'ID4448125110698810002', 'ID4449126128944610001', 'ID4449126128944610002', 'ID4447124106915210001', 'ID4445113314677110001', 'ID4445113314677110002', 'ID4445113314677110003', 'ID4445113314677110004', 'ID4447124106909510001', 'ID4450127238368310001', 'ID4447124106879010001', 'ID4447124106909510002', 'ID4450127238368310002', 'ID4447124106879010002', 'ID4447124106909510003', 'ID4450127238368310003', 'ID4447124106879010003', 'ID4450127238368310004', 'ID4450127238385710001', 'ID4447124106896410001', 'ID4450127238368310005', 'ID4450127238385710002', 'ID4449126128936210001', 'ID4447124106875810001', 'ID4450127238385710003', 'ID4449126128936210002', 'ID4447124106875810002', 'ID4449126128936210003', 'ID4449126128936210004', 'ID4449126128947910001', 'ID4449126128947910002', 'ID4449126128947910003', 'ID4450127238360010001', 'ID4450127238360010002', 'ID4445113314680510001', 'ID4445113314680510002', 'ID4445113314680510003', 'ID4448125110816610001', 'ID4450127238354310001', 'ID4445113314680510004', 'ID4448125110816610002', 'ID4450127238354310002', 'ID4445113314680510005', 'ID4448125110816610003', 'ID4450127238354310003', 'ID4445113314680510006', 'ID4450127238371710001', 'ID4447124106912910001', 'ID4448125110816610004', 'ID4445113314674810001', 'ID4450127238371710002', 'ID4447124106882410001', 'ID4447124106912910002', 'ID4448125110816610005', 'ID4445113314674810002', 'ID4447124106882410002', 'ID4447124106912910003', 'ID4445113314674810003', 'ID4447124106912910004', 'ID4445113314674810004', 'ID4447124106912910005', 'ID4445113314674810005', 'ID4448125110797810001', 'ID4448125110797810002', 'ID4448125110797810003', 'ID4449126128933910001', 'ID4449126128933910002', 'ID4447124258795410001', 'ID44461220734', 'ID4449126128933910003', 'ID44461191152', 'ID44461230536', 'ID444712426108480000', 'ID4448125110802610001', 'ID4448125110802610002', 'ID4448125110802610003', 'ID4448125110802610004', 'ID4445112314667210001', 'ID4445112314667210002', 'ID4445112314667210003', 'ID4445112314667210004', 'ID4445112314667210005', 'ID4445112314667210006', 'ID4450127238378210001', 'ID4450127238357610001', 'ID4447124106919410002', 'ID4450127238378210002', 'ID4450127238357610002', 'ID4450127238378210003', 'ID4450127238395610001', 'ID4450127238378210004', 'ID4450127238395610002', 'ID4449126128946110001', 'ID4447124106885710001', 'ID4449126128946110002', 'ID4449126128925510001', 'ID4449126128925510002', 'ID4450127238389910001', 'ID445012723837330000', 'ID4450127238389910002', 'ID44461161046', 'ID4450127238389910003', 'ID44461161047', 'ID445012723836910000', 'ID445012723838570000', 'ID444712410688570000', 'ID4448125110705110001', 'ID4450127238400410001', 'ID4448125110705110002', 'ID4447124106911110001', 'ID4445113314673010001', 'ID4447124106911110002', 'ID4445113314673010002', 'ID4445113314673010003', 'ID4445112314670610001', 'ID4445113314673010004', 'ID4445112314670610002', 'ID4445113314673010005', 'ID4450127238364210001', 'ID4450127238364210002', 'ID4448125110805910001', 'ID4448125110796010001', 'ID4448125110796010002', 'ID4445112314664910001', 'ID4447124106922810001', 'ID4450127238381610001', 'ID4447124106922810002', 'ID4447124106892310001', 'ID4450127238381610002', 'ID4449126128932110001', 'ID4447124106922810003', 'ID4447124106892310002', 'ID4450127238381610003', 'ID4449126128932110002', 'ID4447124106922810004', 'ID4450127238381610004', 'ID4449126128932110003', 'ID4449126128932110004', 'ID4449126128932110005', 'ID4449126128943810001', 'ID4449126128943810002', 'ID444712410690380000', 'ID4449126128943810003', 'ID445012723835840000', 'ID4448125110702810001', 'ID4448125110702810002', 'ID4448125110702810003', 'ID4448125110702810004', 'ID4445113314676310001', 'ID4445113314676310002', 'ID4445113314676310003', 'ID4450127238388110001', 'ID4450127238367510001', 'ID4447124106908710001', 'ID4450127238388110002', 'ID4447124106908710002', 'ID4447124106908710003', 'ID4449126128935410001'}

@data
"JIMEMEZ", "BARBRA", "M", "674", "STARKEY", 'B', 'ID4447124106885710001'
"JIMENEZ", "IRWIN", "", "214", "BANKS", 'B', 'ID4447124106910310001'
"JIMENEZ", "ANDRE", "", "214", "BANKS", 'B', 'ID4447124106910310003'
"JIMENEZ", "WILHEMENIA", "", "214", "BANKS", 'B', 'ID4447124106910310002'
"KELLEY", "FREDRICK", "W", "4932", "BASSWOOD", 'B', 'ID444712425879540000'
"LAKHTOSH", "TONY", "M", "206", "BANKS", 'B', 'ID4447124106911110002'
"LAKHTOSH", "DANIELLE", "S", "206", "BANKS", 'B', 'ID4447124106911110001'
"LASITTER", "DORATHEA", "K", "656", "STARKEY", 'B', 'ID4447124106876610001'
"LASITTER", "LELA", "M", "656", "STARKEY", 'B', 'ID4447124106876610002'
"MALDONABO", "DWIGHT", "B", "678", "STARKEY", 'B', 'ID4447124106887310002'
"MALDONABO", "MARQUIS", "E", "678", "STARKEY", 'B', 'ID4447124106887310003'
"MALDONABO", "MABEL", "", "678", "STARKEY", 'B', 'ID4447124106887310001'
"MORGAN", "DARYL", "A", "7124", "3RD", 'B', 'ID444611482'
"MORGAN", "KEVEIN", "", "7124", "3RD", 'B', 'ID444611486'
"MOSGERA", "HERMAN", "M", "684", "STARKEY", 'B', 'ID4447124106891510001'
"MOSGUERA", "IASHA", "C", "682", "STARKEY", 'B', 'ID4447124106890710001'
"MOSGUERA", "ANDRE", "G", "682", "STARKEY", 'B', 'ID4447124106890710004'
"MOSGUERA", "ROMAINE", "O", "682", "STARKEY", 'B', 'ID4447124106890710002'
"MOSGUERA", "TAWYA", "O", "682", "STARKEY", 'B', 'ID4447124106890710003'
"MOSGUERA", "PRINCETTE", "D", "682", "STARKEY", 'B', 'ID4447124106890710005'
"MOSGUERA", "KEISHA", "O", "682", "STARKEY", 'B', 'ID4447124106890710006'
"OQUENDO", "CLAIRE", "J", "666", "STARKEY", 'B', 'ID4447124106881610001'
"PAIGE", "XANTHA", "", "4830", "BASSWOOD", 'B', 'ID4447124106919410002'
"PARRA", "JEMOS", "V", "676", "STARKEY", 'B', 'ID4447124106886510001'
"RAUST", "ANN", "N", "652", "STARKEY", 'B', 'ID4447124106874110001'
"RODREQUE", "TAWANA", "S", "670", "STARKEY", 'B', 'ID4447124106882410001'
"RODREQUE", "GERALDINE", "A", "670", "STARKEY", 'B', 'ID4447124106882410002'
"ROUNSVELLE", "DERRICK", "E", "100", "BANKS", 'B', 'ID4447124106896410001'
"SENTRY", "IRAN", "R", "4906", "BASSWOOD", 'B', 'ID4447124106923610001'
"SENTRY", "RAYMOND", "L", "4906", "BASSWOOD", 'B', 'ID4447124106923610002'
"SENTRY", "ALLICIA", "J", "4906", "BASSWOOD", 'B', 'ID4447124106923610003'
"SHANKS", "DAVONE", "B", "104", "BANKS", 'B', 'ID4447124106898010001'
"SHANKS", "LONORA", "S", "104", "BANKS", 'B', 'ID4447124106898010002'
"TORRIS", "RANDOLFF", "", "680", "STARKEY", 'B', 'ID4447124106889910001'
"TORRIS", "FREMAN", "R", "680", "STARKEY", 'B', 'ID4447124106889910002'
"VALDEZ", "WYANE", "H", "723", "RIDLEY", 'B', 'ID4447124106904610001'
"VALDEZ", "THERESA", "", "723", "RIDLEY", 'B', 'ID4447124106904610002'
"VARGAS MUNOZ", "THUY KIM", "G", "727", "RIDLEY", 'B', 'ID4447124106900410001'
"VARGAS-HERNAN", "BRANDON", "R", "664", "STARKEY", 'B', 'ID4447124106880810001'
"VARGAS-HERNAN", "ALEXANDE", "R", "664", "STARKEY", 'B', 'ID4447124106880810002'
"VARGAS-HERNAN", "ELIZBETH", "L", "664", "STARKEY", 'B', 'ID4447124106880810003'
"WESTERN", "DONNY", "", "4842", "BASSWOOD", 'B', 'ID4447124106921010002'
"WESTERN", "SALLY", "", "4842", "BASSWOOD", 'B', 'ID4447124106921010001'
"WIZALKOWSKI", "ALEXDER", "J", "210", "BANKS", 'B', 'ID4447124106914510001'
"WIZALKOWSKI", "DELORES", "A", "210", "BANKS", 'B', 'ID4447124106914510002'
"CANNON", "LATESHA", "D", "110", "EL DORADO", 'B', 'ID4448125110811710001'
"DORSER", "KATHY", "", "626", "STARKEY", 'B', 'ID4446121011'
"HOERNING", "RUFUS", "D", "114", "EL DORADO", 'B', 'ID4448125110816610003'
"HOERNING", "CHISTOPHER", "D", "114", "EL DORADO", 'B', 'ID4448125110816610004'
"HOERNING", "ZACNARY", "", "114", "EL DORADO", 'B', 'ID4448125110816610005'
"HOERNING", "TRINA", "", "114", "EL DORADO", 'B', 'ID4448125110816610001'
"HOERNING", "ANNA", "", "114", "EL DORADO", 'B', 'ID4448125110816610002'
"JOHNS", "STEPHEN", "", "4946", "BASSWOOD", 'B', 'ID4448125110670710003'
"JOHNS", "GLURIA", "", "4946", "BASSWOOD", 'B', 'ID4448125110670710002'
"JOLMES", "GERARDO", "F", "108", "EL DORADO", 'B', 'ID4448125110808310002'
"JOLMES", "FRANCISO", "D", "108", "EL DORADO", 'B', 'ID4448125110808310003'
"JOLMES", "ERIK", "D", "108", "EL DORADO", 'B', 'ID4448125110808310004'
"JOLMES", "LUCILE", "", "108", "EL DORADO", 'B', 'ID4448125110808310001'
"KENNY", "DANYAE", "", "624", "STARKEY", 'B', 'ID4446120210'
"SPRIGGS", "RAY", "", "113", "EL DORADO", 'B', 'ID4448125110820810001'
"TREAEVANT", "JACKIE", "M", "111", "EL DORADO", 'B', 'ID4448125110821610001'
"TREAEVANT", "ANNA", "M", "111", "EL DORADO", 'B', 'ID4448125110821610002'
"ALSTON", "LED", "E", "612", "OCONEE", 'B', 'ID4450127238387310002'
"ALSTON", "MICHAEL", "", "612", "OCONEE", 'B', 'ID4450127238387310003'
"ALSTON", "ROSEMARY", "", "612", "OCONEE", 'B', 'ID4450127238387310001'
"BARRETT", "KENDALL", "", "634", "STARKEY", 'B', 'ID44461220543'
"BARRETT", "YUNAISY", "L", "634", "STARKEY", 'B', 'ID44461220533'
"CAMBLE", "ANTOIENO", "E", "", "6041 / 2 OCONEE", 'B', 'ID4450127238383210002'
"CAMBLE", "JESSICIA", "A", "", "6041 / 2 OCONEE", 'B', 'ID4450127238383210001'
"CAMBLE", "MARNELA", "E", "", "6041 / 2 OCONEE", 'B', 'ID4450127238383210004'
"CARL", "DERRYL", "B", "501", "RUBY", 'B', 'ID4450127238376610001'
"CARL", "BARRY", "J", "501", "RUBY", 'B', 'ID4450127238376610003'
"CARL", "ROSELIME", "D", "501", "RUBY", 'B', 'ID4450127238376610002'
"CARTIER", "RODERICK", "C", "14135", "22", 'B', 'ID4450127238404610002'
"CARTIER", "JOAN", "", "14135", "22", 'B', 'ID4450127238404610001'
"CARVAJAL", "ADRIAN", "L", "607", "MARTIN LUTHER K", 'B', 'ID4450127238379010003'
"CARVAJAL", "STEVEN", "D", "607", "MARTIN LUTHER K", 'B', 'ID4450127238379010004'
"CARVAJAL", "MILISSA", "L", "607", "MARTIN LUTHER K", 'B', 'ID4450127238379010001'
"CARVAJAL", "SARA", "L", "607", "MARTIN LUTHER K", 'B', 'ID4450127238379010002'
"CHAMBERS", "LAURENCE", "", "14180", "22", 'B', 'ID4450127238398010001'
"CHAMBERS", "EUGENIO", "E", "14180", "22", 'B', 'ID4450127238398010002'
"COBY", "MIKE", "D", "303", "MAIN", 'B', 'ID445012723835840000'
"COBY", "WILIAMS", "A", "303", "MAIN", 'B', 'ID445012723835840000'
"COBY", "ANGELA", "", "303", "MAIN", 'B', 'ID445012723835840000'
"COBY", "LASHIWN", "Y", "303", "MAIN", 'B', 'ID445012723835840000'
"CRIBER", "GOILLERMO", "E", "106", "WARE", 'B', 'ID4450127238362610001'
"CRIBER", "MARCOS", "M", "106", "WARE", 'B', 'ID4450127238362610002'
"DAVIS", "WINDY", "E", "14220", "22", 'B', 'ID4450127238399810001'
"DAVIS", "MICHELLE", "N", "14220", "22", 'B', 'ID4450127238399810002'
"DAVIS", "RENNE", "M", "14220", "22", 'B', 'ID4450127238399810003'
"DAVIS", "SARA", "N", "14220", "22", 'B', 'ID4450127238399810004'
"DEGRAGENRIED", "JERARDO", "D", "128", "WARE", 'B', 'ID4450127238359210001'
"DEGRAGENRIED", "ALLEN", "R", "128", "WARE", 'B', 'ID4450127238359210002'
"DICKERSON", "MARY LOU", "", "638", "STARKEY", 'B', 'ID44461221227'
"EASELY", "MATHEW", "", "613", "MARTIN LUTHER K", 'B', 'ID4450127238378210004'
"EASELY", "FLORY", "D", "613", "MARTIN LUTHER K", 'B', 'ID4450127238378210001'
"EASELY", "KERRY", "D", "613", "MARTIN LUTHER K", 'B', 'ID4450127238378210002'
"EASELY", "NILSAIVETTE", "D", "613", "MARTIN LUTHER K", 'B', 'ID4450127238378210003'
"ELLICATT-KEAN", "SHERYL", "", "102", "CHURCH", 'B', 'ID4450127238355010001'
"ELLICATT-KEAN", "ELAINE", "A", "102", "CHURCH", 'B', 'ID4450127238355010002'
"FOSTER", "MARYANN", "", "636", "STARKEY", 'B', 'ID44461220734'
"FRY", "EPHNY", "B", "14225", "22 PC", 'B', 'ID4450127238406110001'
"GARNER", "DANNY", "", "100", "GEORGE", 'B', 'ID4450127238352710002'
"GARNER", "ROBERTO", "R", "100", "GEORGE", 'B', 'ID4450127238352710003'
"GARNER", "MAJORIE", "A", "100", "GEORGE", 'B', 'ID4450127238352710001'
"GARRET", "SHARNETT", "R", "124", "WARE", 'B', 'ID4450127238360010001'
"GARRET", "HARRET", "", "124", "WARE", 'B', 'ID4450127238360010002'
"GORODN", "KRISTY LEIGH", "L", "303", "WOODHAVEN", 'B', 'ID4450127238349310001'
"GORODN", "DIANE MARIE", "", "303", "WOODHAVEN", 'B', 'ID4450127238349310002'
"GORODN", "ROSE MARIE", "", "303", "WOODHAVEN", 'B', 'ID4450127238349310003'
"GREEN", "EDVARDO", "A", "606", "OCONEE", 'B', 'ID4450127238384010001'
"GREEN", "SANDRA", "C", "606", "OCONEE", 'B', 'ID4450127238384010002'
"GREEN", "ANNE", "A", "606", "OCONEE", 'B', 'ID4450127238384010003'
"GREEN", "MICHELLE", "M", "606", "OCONEE", 'B', 'ID4450127238384010004'
"GREEN", "ROSETTE", "A", "606", "OCONEE", 'B', 'ID4450127238384010005'
"HACHETT", "CORTE", "D", "640", "STARKEY", 'B', 'ID44461230326'
"HACHETT", "DENARIO", "E", "640", "STARKEY", 'B', 'ID44461230328'
"HACHETT", "EYVETTE", "D", "640", "STARKEY", 'B', 'ID44461230330'
"HACHETT", "ALISA", "Y", "640", "STARKEY", 'B', 'ID44461230332'
"HAMMOND", "JOAMES", "", "505", "RUBY", 'B', 'ID4450127238374110002'
"HAMMOND", "LENWOOD REV", "", "505", "RUBY", 'B', 'ID4450127238374110003'
"HAMMOND", "TRACI", "R", "505", "RUBY", 'B', 'ID4450127238374110001'
"HASKINS", "STEFAN", "", "14215", "22", 'B', 'ID4450127238405310002'
"HASKINS", "PAMELA", "T", "14215", "22", 'B', 'ID4450127238405310001'
"HEAVAENER", "FLORRE", "", "608", "OCONEE", 'B', 'ID445012723838570000'
"HEAVAENER", "JEFFREY", "S", "608", "OCONEE", 'B', 'ID445012723838570000'
"HEAVAENER", "WILSREVO", "", "608", "OCONEE", 'B', 'ID445012723838570000'
"HENRIKSON", "SAMIAR", "I", "618", "OCONEE", 'B', 'ID4450127238390710001'
"HENRIKSON", "SAMANTHA", "H", "618", "OCONEE", 'B', 'ID4450127238390710002'
"HENRIKSON", "DOROTHEA", "T", "618", "OCONEE", 'B', 'ID4450127238390710003'
"HENRIKSON", "DONNA MARIE", "E", "618", "OCONEE", 'B', 'ID4450127238390710004'
"HENRIKSON", "PHYLLIS", "L", "618", "OCONEE", 'B', 'ID4450127238390710005'
"HOLLY", "MICHAEL", "T", "14170", "22", 'B', 'ID4450127238397210001'
"HOLLY", "DAMOEN", "T", "14170", "22", 'B', 'ID4450127238397210003'
"HOLLY", "CATHRINE", "A", "14170", "22", 'B', 'ID4450127238397210002'
"HOLLY", "CHARCOTTE", "E", "14170", "22", 'B', 'ID4450127238397210004'
"HOSHINGTON", "JEFFREY", "P", "603", "MARTIN LUTHER K", 'B', 'ID4450127238380810001'
"HOSHINGTON", "STEVEN", "I", "603", "MARTIN LUTHER K", 'B', 'ID4450127238380810003'
"HOSHINGTON", "MAURI", "P", "603", "MARTIN LUTHER K", 'B', 'ID4450127238380810004'
"HOSHINGTON", "XLONARA", "E", "603", "MARTIN LUTHER K", 'B', 'ID4450127238380810002'
"HULLEY", "ANTHONY", "B", "628", "STARKEY", 'B', 'ID44461220129'
"HULLEY", "DIANE", "M", "628", "STARKEY", 'B', 'ID44461220142'
"HUSSEINKEL", "ARCHIBALD", "", "614", "OCONEE", 'B', 'ID4450127238388110002'
"HUTSON", "JACQUELIN", "", "3886", "HWY 54", 'B', 'ID4450127238372510001'
"IRVIN", "ALEJANDRO", "A", "601", "MARTIN LUTHER K", 'B', 'ID4450127238381610002'
"IRVIN", "IVAN", "E", "601", "MARTIN LUTHER K", 'B', 'ID4450127238381610003'
"IRVIN", "ZIONAIRE", "T", "601", "MARTIN LUTHER K", 'B', 'ID4450127238381610001'
"KLEINMAN", "ANTONIA", "B", "622", "OCONEE", 'B', 'ID4450127238391510002'
"KLEINMAN", "JOSLYN", "V", "622", "OCONEE", 'B', 'ID4450127238391510001'
"KOUPE", "MARCO", "", "104", "GEORGE", 'B', 'ID4450127238350110001'
"KUMOR", "DINWARDO", "A", "3820", "HWY 54", 'B', 'ID4450127238368310004'
"KUMOR", "BERNADINE", "", "3820", "HWY 54", 'B', 'ID4450127238368310001'
"KUMOR", "TERRENCE", "L", "3820", "HWY 54", 'B', 'ID4450127238368310003'
"KUMOR", "ZAKAYA", "C", "3820", "HWY 54", 'B', 'ID4450127238368310005'
"KUMOR", "DAGOBERTO", "", "3840", "HWY 54", 'B', 'ID445012723836910000'
"KUMOR", "CORRINE", "", "3840", "HWY 54", 'B', 'ID445012723836910000'
"LESCO", "CLARENCE", "", "610", "OCONEE", 'B', 'ID4450127238386510001'
"LESCO", "BAN", "", "610", "OCONEE", 'B', 'ID4450127238386510002'
"MARTINEZ", "ERICA", "", "14255", "22", 'B', 'ID4450127238409510001'
"MATEO", "DELHAM", "", "101", "JOHNSON", 'B', 'ID4450127238353510002'
"MATEO", "GEORGE DR", "L", "101", "JOHNSON", 'B', 'ID4450127238353510003'
"MATEO", "ANGLA", "E", "101", "JOHNSON", 'B', 'ID4450127238353510001'
"MATEO", "JESSE", "", "101", "JOHNSON", 'B', 'ID4450127238353510004'
"MCALISTER", "GEOFFRY", "M", "14270", "22", 'B', 'ID4450127238403810002'
"MCALISTER", "JANETT", "M", "14270", "22", 'B', 'ID4450127238403810001'
"MITCHELL", "THE IMA", "V", "650", "STARKEY", 'B', 'ID44461230536'
"MOHRINA", "DOMINIC", "B", "701", "31", 'B', 'ID4450127257775510002'
"MOHRINA", "JANIS", "M", "701", "31", 'B', 'ID4450127257775510001'
"MOSER", "SHIRLEY", "", "305", "WOODHAVEN", 'B', 'ID4450127238348510001'
"MUCCIO", "ORESTES", "S", "106", "1/2 WARE", 'B', 'ID4450127238364210001'
"MUCCIO", "LIVIA", "E", "106", "1/2 WARE", 'B', 'ID4450127238364210002'
"OLOWOKAKOKO", "GREGORY", "S", "103", "JOHNSON", 'B', 'ID4450127238354310001'
"OLOWOKAKOKO", "AE", "A", "103", "JOHNSON", 'B', 'ID4450127238354310003'
"PARK", "VERCONIA", "", "3960", "HWY 54", 'B', 'ID445012723837330000'
"PARK", "DELORES", "", "3960", "HWY 54", 'B', 'ID445012723837330000'
"PETTRICH", "JOHNNIE", "", "503", "RUBY", 'B', 'ID4450127238375810001'
"REEVES", "WILLY", "L", "625", "MARTIN LUTHER K", 'B', 'ID445012723837740000'
